subject_id	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	5
sub-1	1	1	66
sub-10	1	1	66
sub-11	1	1	66
sub-12	1	1	66
sub-13	1	1	66
sub-14	1	1	66
sub-15	1	1	66
sub-16	1	1	66
sub-17	1	1	66
sub-18	1	1	66
sub-19	1	1	66
sub-2	1	1	66
sub-20	1	1	66
sub-21	1	1	66
sub-22	1	1	66
sub-23	1	1	66
sub-24	1	1	66
sub-25	1	1	66
sub-26	1	1	66
sub-27	1	1	66
sub-28	1	1	66
sub-29	1	1	66
sub-3	1	1	66
sub-30	1	1	66
sub-31	1	1	66
sub-32	1	1	66
sub-33	1	1	66
sub-34	1	1	66
sub-35	1	1	66
sub-36	1	1	66
sub-37	1	1	66
sub-38	1	1	66
sub-39	1	1	66
sub-4	1	1	66
sub-40	1	1	66
sub-41	1	1	66
sub-42	1	1	66
sub-43	1	1	66
sub-44	1	1	66
sub-45	1	1	66
sub-46	1	1	66
sub-48	1	1	66
sub-49	1	1	66
sub-5	1	1	66
sub-50	1	1	66
sub-51	1	1	66
sub-52	1	1	66
sub-53	1	1	66
sub-54	1	1	66
sub-55	1	1	66
sub-56	1	1	66
sub-57	1	1	66
sub-58	1	1	66
sub-59	1	1	66
sub-6	1	1	66
sub-60	1	1	66
sub-61	1	1	66
sub-62	1	1	66
sub-63	1	1	66
sub-64	1	1	66
sub-65	1	1	66
sub-66	1	1	66
sub-67	1	1	66
sub-68	1	1	66
sub-69	1	1	66
sub-7	1	1	66
sub-70	1	1	66
sub-71	1	1	66
sub-72	1	1	66
sub-73	1	1	66
sub-74	1	1	66
sub-75	1	1	66
sub-76	1	1	66
sub-77	1	1	66
sub-78	1	1	66
sub-79	1	1	66
sub-8	1	1	66
sub-80	1	1	66
sub-81	1	1	66
sub-82	1	1	66
sub-83	1	1	66
sub-84	1	1	66
sub-85	1	1	66
sub-86	1	1	66
sub-87	1	1	66
sub-9	1	1	66
