subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	0	0	0	1	1	3
sub-01	1	1	3	1	1	126
sub-02	1	1	3	1	1	126
sub-03	1	1	3	1	1	126
sub-04	1	1	3	1	1	126
sub-05	1	1	3	1	1	126
sub-06	1	1	3	1	1	126
sub-07	1	1	3	1	1	126
sub-08	1	1	3	1	1	126
sub-09	1	1	3	1	1	126
sub-10	1	1	3	1	1	126
sub-11	1	1	3	1	1	130
sub-12	1	1	3	1	1	128
sub-13	1	1	3	1	1	126
sub-14	1	1	3	1	1	126
sub-15	1	1	3	1	1	128
sub-16	1	1	3	1	1	126
sub-17	1	1	3	1	1	126
sub-18	1	1	3	1	1	128
sub-19	1	1	3	1	1	126
sub-20	1	1	3	1	1	126
sub-21	1	1	3	1	1	126
sub-22	1	1	3	1	1	126
sub-23	1	1	3	1	1	126
sub-24	1	1	3	1	1	128
sub-25	1	1	3	1	1	126
sub-26	1	1	3	1	1	126
sub-27	1	1	3	1	1	126
