subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	1	1	1	4
sub-001	0	0	0	1	1	48
sub-002	0	0	0	1	1	48
sub-003	0	0	0	1	1	48
sub-004	0	0	0	1	1	48
sub-005	0	0	0	1	1	48
sub-006	0	0	0	1	1	48
sub-007	0	0	0	1	1	48
sub-008	0	0	0	1	1	48
sub-009	0	0	0	1	1	48
sub-010	0	0	0	1	1	48
sub-011	0	0	0	1	1	48
sub-012	0	0	0	1	1	48
sub-013	0	0	0	1	1	48
sub-014	0	0	0	1	1	48
sub-015	0	0	0	1	1	48
sub-016	0	0	0	1	1	48
sub-017	0	0	0	1	1	48
sub-018	0	0	0	1	1	48
sub-019	0	0	0	1	1	48
sub-020	0	0	0	1	1	48
sub-021	0	0	0	1	1	48
sub-022	0	0	0	1	1	48
sub-023	0	0	0	1	1	48
sub-024	0	0	0	1	1	48
sub-025	0	0	0	1	1	48
sub-026	0	0	0	1	1	48
sub-027	0	0	0	1	1	48
sub-028	0	0	0	1	1	48
sub-029	0	0	0	1	1	48
sub-030	0	0	0	1	1	48
sub-031	0	0	0	1	1	48
sub-032	0	0	0	1	1	48
sub-033	0	0	0	1	1	48
sub-034	0	0	0	1	1	48
sub-035	0	0	0	1	1	48
sub-036	0	0	0	1	1	48
sub-037	0	0	0	1	1	48
sub-038	0	0	0	1	1	48
sub-039	0	0	0	1	1	48
sub-040	0	0	0	1	1	48
sub-041	0	0	0	1	1	48
sub-042	0	0	0	1	1	48
sub-043	0	0	0	1	1	48
sub-044	0	0	0	1	1	48
sub-045	0	0	0	1	1	48
sub-046	0	0	0	1	1	48
sub-047	0	0	0	1	1	48
sub-048	0	0	0	1	1	48
sub-049	0	0	0	1	1	48
sub-050	0	0	0	1	1	48
sub-051	0	0	0	1	1	48
sub-052	0	0	0	1	1	48
sub-053	0	0	0	1	1	48
sub-054	0	0	0	1	1	48
sub-055	0	0	0	1	1	48
sub-056	0	0	0	1	1	48
sub-057	0	0	0	1	1	48
sub-058	0	0	0	1	1	48
sub-059	0	0	0	1	1	48
sub-060	0	0	0	1	1	48
sub-061	0	0	0	1	1	48
sub-062	0	0	0	1	1	48
sub-063	0	0	0	1	1	48
sub-064	0	0	0	1	1	48
sub-065	0	0	0	1	1	48
sub-066	0	0	0	1	1	48
sub-067	0	0	0	1	1	48
sub-068	0	0	0	1	1	48
sub-069	0	0	0	1	1	48
sub-070	0	0	0	1	1	48
sub-071	0	0	0	1	1	48
sub-072	0	0	0	1	1	48
sub-073	0	0	0	1	1	48
sub-074	0	0	0	1	1	48
sub-075	0	0	0	1	1	48
sub-076	0	0	0	1	1	48
sub-077	0	0	0	1	1	48
sub-078	0	0	0	1	1	48
sub-079	0	0	0	1	1	48
sub-080	0	0	0	1	1	48
sub-081	0	0	0	1	1	48
sub-082	0	0	0	1	1	48
sub-083	0	0	0	1	1	48
sub-084	0	0	0	1	1	48
sub-085	0	0	0	1	1	48
sub-086	0	0	0	1	1	48
sub-087	0	0	0	1	1	48
sub-088	0	0	0	1	1	48
sub-089	0	0	0	1	1	48
sub-090	0	0	0	1	1	48
sub-091	0	0	0	1	1	48
sub-092	0	0	0	1	1	48
sub-093	0	0	0	1	1	48
sub-094	0	0	0	1	1	48
sub-095	0	0	0	1	1	48
sub-096	0	0	0	1	1	48
sub-097	0	0	0	1	1	48
sub-098	0	0	0	1	1	48
sub-099	0	0	0	1	1	48
sub-100	0	0	0	1	1	48
sub-101	0	0	0	1	1	48
sub-102	0	0	0	1	1	48
sub-103	0	0	0	1	1	48
sub-104	0	0	0	1	1	48
sub-105	0	0	0	1	1	48
sub-106	0	0	0	1	1	48
sub-107	0	0	0	1	1	48
sub-108	0	0	0	1	1	48
sub-109	0	0	0	1	1	48
sub-110	0	0	0	1	1	48
sub-111	0	0	0	1	1	48
sub-112	0	0	0	1	1	48
sub-113	0	0	0	1	1	48
sub-114	0	0	0	1	1	48
sub-115	0	0	0	1	1	48
sub-116	0	0	0	1	1	48
sub-117	0	0	0	1	1	48
sub-118	0	0	0	1	1	48
sub-119	0	0	0	1	1	48
sub-120	0	0	0	1	1	48
sub-121	0	0	0	1	1	48
sub-122	0	0	0	1	1	48
