subject_id	error_codes_ext_n	error_codes_n	error_n	warning_codes_ext_n	warning_codes_n	warning_n
root	0	0	0	1	1	3
sub-01	1	1	6	1	1	69
sub-02	1	1	6	1	1	69
sub-03	1	1	6	1	1	69
sub-04	1	1	6	1	1	69
sub-05	1	1	6	1	1	69
sub-06	1	1	6	1	1	69
sub-07	1	1	6	1	1	69
sub-08	1	1	6	1	1	66
sub-09	1	1	6	1	1	72
sub-10	1	1	6	1	1	72
sub-11	1	1	6	1	1	72
sub-12	1	1	6	1	1	69
sub-13	1	1	6	1	1	72
sub-14	1	1	6	1	1	72
sub-15	1	1	6	1	1	69
sub-16	1	1	6	1	1	66
sub-17	1	1	6	1	1	69
sub-18	1	1	6	1	1	69
sub-19	1	1	6	1	1	69
sub-20	1	1	6	1	1	69
sub-21	1	1	6	1	1	69
sub-22	1	1	6	1	1	69
