subject_id	warning_codes_ext_n	warning_codes_n	warning_n
root	1	1	3
sub-001	1	1	29
sub-002	1	1	29
sub-003	1	1	29
sub-004	1	1	29
sub-005	1	1	29
sub-006	1	1	29
sub-007	1	1	29
sub-008	1	1	29
sub-009	1	1	29
sub-010	1	1	29
sub-011	1	1	29
sub-012	1	1	29
sub-013	1	1	29
sub-014	1	1	29
sub-015	1	1	29
sub-016	1	1	29
sub-017	1	1	29
sub-018	1	1	29
sub-019	1	1	29
sub-020	1	1	29
sub-021	1	1	29
sub-022	1	1	29
sub-023	1	1	29
sub-024	1	1	29
sub-025	1	1	29
sub-026	1	1	29
sub-027	1	1	29
sub-028	1	1	29
sub-029	1	1	29
sub-030	1	1	29
sub-031	1	1	29
sub-032	1	1	29
sub-033	1	1	29
sub-034	1	1	29
sub-035	1	1	29
sub-036	1	1	29
sub-037	1	1	29
sub-038	1	1	29
sub-039	1	1	29
sub-040	1	1	29
sub-041	1	1	29
sub-042	1	1	29
sub-043	1	1	29
sub-044	1	1	29
sub-045	1	1	29
sub-046	1	1	29
sub-047	1	1	29
sub-048	1	1	29
sub-049	1	1	29
sub-050	1	1	29
sub-051	1	1	29
sub-052	1	1	29
sub-053	1	1	29
sub-054	1	1	29
sub-055	1	1	29
sub-056	1	1	29
sub-057	1	1	29
